"","phecode","male_only","female_only"
"847","442.11",FALSE,FALSE
"848","442.2",FALSE,FALSE
"849","442.3",FALSE,FALSE
"850","442.4",FALSE,FALSE
"851","442.8",FALSE,FALSE
"852","443",FALSE,FALSE
"853","443.1",FALSE,FALSE
"854","443.7",FALSE,FALSE
"855","443.8",FALSE,FALSE
"856","443.9",FALSE,FALSE
"857","444",FALSE,FALSE
"858","444.1",FALSE,FALSE
"859","444.2",FALSE,FALSE
"860","444.5",FALSE,FALSE
"861","446",FALSE,FALSE
"862","446.1",FALSE,FALSE
"863","446.2",FALSE,FALSE
"864","446.3",FALSE,FALSE
"865","446.4",FALSE,FALSE
"866","446.5",FALSE,FALSE
"867","446.6",FALSE,FALSE
"868","446.7",FALSE,FALSE
"869","446.8",FALSE,FALSE
"870","446.9",FALSE,FALSE
"871","447",FALSE,FALSE
"872","447.1",FALSE,FALSE
"873","447.7",FALSE,FALSE
"874","448",FALSE,FALSE
"875","450",FALSE,FALSE
"876","451",FALSE,FALSE
"877","451.2",FALSE,FALSE
"878","452",FALSE,FALSE
"879","452.1",FALSE,FALSE
"880","452.2",FALSE,FALSE
"881","452.8",FALSE,FALSE
"882","453",FALSE,FALSE
"883","454",FALSE,FALSE
"884","454.1",FALSE,FALSE
"885","454.11",FALSE,FALSE
"886","455",FALSE,FALSE
"887","456",FALSE,FALSE
"888","457",FALSE,FALSE
"889","457.2",FALSE,FALSE
"890","457.3",FALSE,FALSE
"891","458",FALSE,FALSE
"892","458.1",FALSE,FALSE
"893","458.2",FALSE,FALSE
"894","458.9",FALSE,FALSE
"895","459",FALSE,FALSE
"896","459.1",FALSE,FALSE
"897","459.7",FALSE,FALSE
"898","459.9",FALSE,FALSE
"899","464",FALSE,FALSE
"900","465",FALSE,FALSE
"901","465.2",FALSE,FALSE
"902","465.4",FALSE,FALSE
"903","470",FALSE,FALSE
"904","471",FALSE,FALSE
"905","472",FALSE,FALSE
"906","473",FALSE,FALSE
"907","473.1",FALSE,FALSE
"908","473.3",FALSE,FALSE
"909","473.4",FALSE,FALSE
"910","474",FALSE,FALSE
"911","474.1",FALSE,FALSE
"912","474.2",FALSE,FALSE
"913","475",FALSE,FALSE
"914","475.9",FALSE,FALSE
"915","476",FALSE,FALSE
"916","477",FALSE,FALSE
"917","478",FALSE,FALSE
"918","479",FALSE,FALSE
"919","480",FALSE,FALSE
"920","480.1",FALSE,FALSE
"921","480.11",FALSE,FALSE
"922","480.12",FALSE,FALSE
"923","480.13",FALSE,FALSE
"924","480.2",FALSE,FALSE
"925","480.3",FALSE,FALSE
"926","480.5",FALSE,FALSE
"927","481",FALSE,FALSE
"928","483",FALSE,FALSE
"929","495",FALSE,FALSE
"930","495.1",FALSE,FALSE
"931","495.11",FALSE,FALSE
"932","495.2",FALSE,FALSE
"933","496",FALSE,FALSE
"934","496.1",FALSE,FALSE
"935","496.2",FALSE,FALSE
"936","496.21",FALSE,FALSE
"937","496.3",FALSE,FALSE
"938","497",FALSE,FALSE
"939","498",FALSE,FALSE
"940","499",FALSE,FALSE
"941","500",FALSE,FALSE
"942","500.1",FALSE,FALSE
"943","500.2",FALSE,FALSE
"944","501",FALSE,FALSE
"945","502",FALSE,FALSE
"946","503",FALSE,FALSE
"947","504",FALSE,FALSE
"948","504.1",FALSE,FALSE
"949","505",FALSE,FALSE
"950","506",FALSE,FALSE
"951","507",FALSE,FALSE
"952","508",FALSE,FALSE
"953","509",FALSE,FALSE
"954","509.1",FALSE,FALSE
"955","509.2",FALSE,FALSE
"956","509.3",FALSE,FALSE
"957","509.5",FALSE,FALSE
"958","509.8",FALSE,FALSE
"959","510",FALSE,FALSE
"960","510.2",FALSE,FALSE
"961","512",FALSE,FALSE
"962","512.1",FALSE,FALSE
"963","512.2",FALSE,FALSE
"964","512.3",FALSE,FALSE
"965","512.7",FALSE,FALSE
"966","512.8",FALSE,FALSE
"967","512.9",FALSE,FALSE
"968","513",FALSE,FALSE
"969","513.3",FALSE,FALSE
"970","513.31",FALSE,FALSE
"971","513.32",FALSE,FALSE
"972","513.4",FALSE,FALSE
"973","513.8",FALSE,FALSE
"974","514",FALSE,FALSE
"975","514.1",FALSE,FALSE
"976","514.2",FALSE,FALSE
"977","516",FALSE,FALSE
"978","516.1",FALSE,FALSE
"979","519",FALSE,FALSE
"980","519.1",FALSE,FALSE
"981","519.2",FALSE,FALSE
"982","519.8",FALSE,FALSE
"983","519.9",FALSE,FALSE
"984","520",FALSE,FALSE
"985","520.1",FALSE,FALSE
"986","520.2",FALSE,FALSE
"987","521",FALSE,FALSE
"988","521.1",FALSE,FALSE
"989","521.2",FALSE,FALSE
"990","521.4",FALSE,FALSE
"991","522",FALSE,FALSE
"992","522.1",FALSE,FALSE
"993","522.5",FALSE,FALSE
"994","523",FALSE,FALSE
"995","523.1",FALSE,FALSE
"996","523.3",FALSE,FALSE
"997","523.31",FALSE,FALSE
"998","523.32",FALSE,FALSE
"999","524",FALSE,FALSE
"1000","524.3",FALSE,FALSE
"1001","525",FALSE,FALSE
"1002","525.1",FALSE,FALSE
"1003","525.2",FALSE,FALSE
"1004","526",FALSE,FALSE
"1005","526.1",FALSE,FALSE
"1006","526.3",FALSE,FALSE
"1007","526.4",FALSE,FALSE
"1008","526.41",FALSE,FALSE
"1009","526.42",FALSE,FALSE
"1010","526.5",FALSE,FALSE
"1011","526.8",FALSE,FALSE
"1012","526.9",FALSE,FALSE
"1013","527",FALSE,FALSE
"1014","527.1",FALSE,FALSE
"1015","527.2",FALSE,FALSE
"1016","527.7",FALSE,FALSE
"1017","527.8",FALSE,FALSE
"1018","528",FALSE,FALSE
"1019","528.1",FALSE,FALSE
"1020","528.11",FALSE,FALSE
"1021","528.12",FALSE,FALSE
"1022","528.3",FALSE,FALSE
"1023","528.4",FALSE,FALSE
"1024","528.41",FALSE,FALSE
"1025","528.5",FALSE,FALSE
"1026","528.6",FALSE,FALSE
"1027","528.7",FALSE,FALSE
"1028","529",FALSE,FALSE
"1029","529.1",FALSE,FALSE
"1030","529.6",FALSE,FALSE
"1031","530",FALSE,FALSE
"1032","530.1",FALSE,FALSE
"1033","530.11",FALSE,FALSE
"1034","530.12",FALSE,FALSE
"1035","530.13",FALSE,FALSE
"1036","530.14",FALSE,FALSE
"1037","530.15",FALSE,FALSE
"1038","530.2",FALSE,FALSE
"1039","530.3",FALSE,FALSE
"1040","530.5",FALSE,FALSE
"1041","530.6",FALSE,FALSE
"1042","530.7",FALSE,FALSE
"1043","530.9",FALSE,FALSE
"1044","531",FALSE,FALSE
"1045","531.1",FALSE,FALSE
"1046","531.2",FALSE,FALSE
"1047","531.3",FALSE,FALSE
"1048","531.4",FALSE,FALSE
"1049","531.5",FALSE,FALSE
"1050","532",FALSE,FALSE
"1051","535",FALSE,FALSE
"1052","535.1",FALSE,FALSE
"1053","535.2",FALSE,FALSE
"1054","535.6",FALSE,FALSE
"1055","535.8",FALSE,FALSE
"1056","535.9",FALSE,FALSE
"1057","536",FALSE,FALSE
"1058","536.3",FALSE,FALSE
"1059","536.7",FALSE,FALSE
"1060","536.8",FALSE,FALSE
"1061","537",FALSE,FALSE
"1062","537.1",FALSE,FALSE
"1063","539",FALSE,FALSE
"1064","540",FALSE,FALSE
"1065","540.1",FALSE,FALSE
"1066","540.11",FALSE,FALSE
"1067","550",FALSE,FALSE
"1068","550.1",FALSE,FALSE
"1069","550.2",FALSE,FALSE
"1070","550.3",FALSE,FALSE
"1071","550.4",FALSE,FALSE
"1072","550.5",FALSE,FALSE
"1073","550.6",FALSE,FALSE
"1074","555",FALSE,FALSE
"1075","555.1",FALSE,FALSE
"1076","555.2",FALSE,FALSE
"1077","555.21",FALSE,FALSE
"1078","556",FALSE,FALSE
"1079","556.1",FALSE,FALSE
"1080","556.11",FALSE,FALSE
"1081","557",FALSE,FALSE
"1082","557.1",FALSE,FALSE
"1083","558",FALSE,FALSE
"1084","559",FALSE,FALSE
"1085","560",FALSE,FALSE
"1086","560.1",FALSE,FALSE
"1087","560.2",FALSE,FALSE
"1088","560.3",FALSE,FALSE
"1089","560.4",FALSE,FALSE
"1090","561",FALSE,FALSE
"1091","562",FALSE,FALSE
"1092","562.1",FALSE,FALSE
"1093","562.2",FALSE,FALSE
"1094","564",FALSE,FALSE
"1095","564.1",FALSE,FALSE
"1096","564.9",FALSE,FALSE
"1097","565",FALSE,FALSE
"1098","565.1",FALSE,FALSE
"1099","567",FALSE,FALSE
"1100","568",FALSE,FALSE
"1101","568.1",FALSE,FALSE
"1102","569",FALSE,FALSE
"1103","569.1",FALSE,FALSE
"1104","569.2",FALSE,FALSE
"1105","571",FALSE,FALSE
"1106","571.5",FALSE,FALSE
"1107","571.51",FALSE,FALSE
"1108","571.6",FALSE,FALSE
"1109","571.8",FALSE,FALSE
"1110","571.81",FALSE,FALSE
"1111","572",FALSE,FALSE
"1112","573",FALSE,FALSE
"1113","573.1",FALSE,FALSE
"1114","573.2",FALSE,FALSE
"1115","573.3",FALSE,FALSE
"1116","573.4",FALSE,FALSE
"1117","573.5",FALSE,FALSE
"1118","573.6",FALSE,FALSE
"1119","573.7",FALSE,FALSE
"1120","573.9",FALSE,FALSE
"1121","574",FALSE,FALSE
"1122","574.1",FALSE,FALSE
"1123","574.11",FALSE,FALSE
"1124","574.12",FALSE,FALSE
"1125","574.2",FALSE,FALSE
"1126","574.3",FALSE,FALSE
"1127","575",FALSE,FALSE
"1128","575.1",FALSE,FALSE
"1129","575.2",FALSE,FALSE
"1130","575.6",FALSE,FALSE
"1131","575.7",FALSE,FALSE
"1132","575.8",FALSE,FALSE
"1133","575.9",FALSE,FALSE
"1134","577",FALSE,FALSE
"1135","577.1",FALSE,FALSE
"1136","577.2",FALSE,FALSE
"1137","577.3",FALSE,FALSE
"1138","578",FALSE,FALSE
"1139","578.1",FALSE,FALSE
"1140","578.2",FALSE,FALSE
"1141","578.8",FALSE,FALSE
"1142","578.9",FALSE,FALSE
"1143","579",FALSE,FALSE
"1144","579.2",FALSE,FALSE
"1145","579.8",FALSE,FALSE
"1146","580",FALSE,FALSE
"1147","580.1",FALSE,FALSE
"1148","580.11",FALSE,FALSE
"1149","580.12",FALSE,FALSE
"1150","580.13",FALSE,FALSE
"1151","580.14",FALSE,FALSE
"1152","580.2",FALSE,FALSE
"1153","580.3",FALSE,FALSE
"1154","580.31",FALSE,FALSE
"1155","580.32",FALSE,FALSE
"1156","580.4",FALSE,FALSE
"1157","585",FALSE,FALSE
"1158","585.1",FALSE,FALSE
"1159","585.2",FALSE,FALSE
"1160","585.3",FALSE,FALSE
"1161","585.31",FALSE,FALSE
"1162","585.32",FALSE,FALSE
"1163","585.33",FALSE,FALSE
"1164","585.34",FALSE,FALSE
"1165","585.4",FALSE,FALSE
"1166","586",FALSE,FALSE
"1167","586.1",FALSE,FALSE
"1168","586.11",FALSE,FALSE
"1169","586.12",FALSE,FALSE
"1170","586.2",FALSE,FALSE
"1171","586.3",FALSE,FALSE
"1172","586.4",FALSE,FALSE
"1173","587",FALSE,FALSE
"1174","588",FALSE,FALSE
"1175","588.1",FALSE,FALSE
"1176","588.2",FALSE,FALSE
"1177","589",FALSE,FALSE
"1178","590",FALSE,FALSE
"1179","591",FALSE,FALSE
"1180","592",FALSE,FALSE
"1181","592.1",FALSE,FALSE
"1182","592.11",FALSE,FALSE
"1183","592.12",FALSE,FALSE
"1184","592.13",FALSE,FALSE
"1185","592.2",FALSE,FALSE
"1186","592.21",FALSE,FALSE
"1187","592.3",FALSE,FALSE
"1188","593",FALSE,FALSE
"1189","593.1",FALSE,FALSE
"1190","593.2",FALSE,FALSE
"1191","594",FALSE,FALSE
"1192","594.1",FALSE,FALSE
"1193","594.2",FALSE,FALSE
"1194","594.3",FALSE,FALSE
"1195","594.8",FALSE,FALSE
"1196","595",FALSE,FALSE
"1197","596",FALSE,FALSE
"1198","596.1",FALSE,FALSE
"1199","596.5",FALSE,FALSE
"1200","597",FALSE,FALSE
"1201","597.1",FALSE,FALSE
"1202","597.2",FALSE,FALSE
"1203","597.8",FALSE,FALSE
"1204","598",FALSE,FALSE
"1205","598.4",FALSE,FALSE
"1206","599",FALSE,FALSE
"1207","599.1",FALSE,FALSE
"1208","599.2",FALSE,FALSE
"1209","599.3",FALSE,FALSE
"1210","599.4",FALSE,FALSE
"1211","599.5",FALSE,FALSE
"1212","599.6",FALSE,FALSE
"1213","599.7",FALSE,FALSE
"1214","599.8",FALSE,FALSE
"1215","599.9",FALSE,FALSE
"1216","600",TRUE,FALSE
"1217","601",TRUE,FALSE
"1218","601.1",TRUE,FALSE
"1219","601.11",TRUE,FALSE
"1220","601.12",TRUE,FALSE
"1221","601.3",TRUE,FALSE
"1222","601.4",TRUE,FALSE
"1223","601.8",TRUE,FALSE
"1224","602",TRUE,FALSE
"1225","602.3",TRUE,FALSE
"1226","603",TRUE,FALSE
"1227","603.1",TRUE,FALSE
"1228","603.2",TRUE,FALSE
"1229","604",TRUE,FALSE
"1230","604.1",TRUE,FALSE
"1231","604.2",TRUE,FALSE
"1232","604.3",TRUE,FALSE
"1233","605",TRUE,FALSE
"1234","608",TRUE,FALSE
"1235","609",TRUE,FALSE
"1236","609.1",TRUE,FALSE
"1237","609.11",TRUE,FALSE
"1238","609.2",TRUE,FALSE
"1239","610",FALSE,TRUE
"1240","610.1",FALSE,TRUE
"1241","610.2",FALSE,TRUE
"1242","610.3",FALSE,TRUE
"1243","610.4",FALSE,TRUE
"1244","610.8",FALSE,TRUE
"1245","611",FALSE,FALSE
"1246","611.1",FALSE,FALSE
"1247","611.11",FALSE,FALSE
"1248","611.3",FALSE,FALSE
"1249","612",FALSE,FALSE
"1250","612.1",FALSE,FALSE
"1251","612.2",FALSE,FALSE
"1252","612.3",FALSE,FALSE
"1253","613",FALSE,FALSE
"1254","613.1",FALSE,FALSE
"1255","613.5",FALSE,FALSE
"1256","613.7",FALSE,FALSE
"1257","613.8",FALSE,FALSE
"1258","613.9",FALSE,FALSE
"1259","614",FALSE,TRUE
"1260","614.1",FALSE,TRUE
"1261","614.3",FALSE,TRUE
"1262","614.31",FALSE,TRUE
"1263","614.32",FALSE,TRUE
"1264","614.33",FALSE,TRUE
"1265","614.4",FALSE,TRUE
"1266","614.5",FALSE,TRUE
"1267","614.51",FALSE,TRUE
"1268","614.52",FALSE,TRUE
"1269","614.53",FALSE,TRUE
"1270","614.54",FALSE,TRUE
"1271","615",FALSE,TRUE
"1272","618",FALSE,TRUE
"1273","618.1",FALSE,TRUE
"1274","618.2",FALSE,TRUE
"1275","618.5",FALSE,TRUE
"1276","618.6",FALSE,TRUE
"1277","619",FALSE,TRUE
"1278","619.1",FALSE,TRUE
"1279","619.2",FALSE,TRUE
"1280","619.3",FALSE,TRUE
"1281","619.4",FALSE,TRUE
"1282","619.5",FALSE,TRUE
"1283","620",FALSE,TRUE
"1284","620.1",FALSE,TRUE
"1285","621",FALSE,TRUE
"1286","622",FALSE,TRUE
"1287","622.1",FALSE,TRUE
"1288","622.2",FALSE,TRUE
"1289","623",FALSE,TRUE
"1290","624",FALSE,TRUE
"1291","624.1",FALSE,TRUE
"1292","624.2",FALSE,TRUE
"1293","624.9",FALSE,TRUE
"1294","625",FALSE,TRUE
"1295","625.1",FALSE,TRUE
"1296","626",FALSE,TRUE
"1297","626.1",FALSE,TRUE
"1298","626.11",FALSE,TRUE
"1299","626.12",FALSE,TRUE
"1300","626.13",FALSE,TRUE
"1301","626.14",FALSE,TRUE
"1302","626.15",FALSE,TRUE
"1303","626.2",FALSE,TRUE
"1304","626.21",FALSE,TRUE
"1305","626.4",FALSE,TRUE
"1306","626.8",FALSE,TRUE
"1307","627",FALSE,TRUE
"1308","627.1",FALSE,TRUE
"1309","627.2",FALSE,TRUE
"1310","627.21",FALSE,TRUE
"1311","627.22",FALSE,TRUE
"1312","627.3",FALSE,TRUE
"1313","627.4",FALSE,TRUE
"1314","627.5",FALSE,TRUE
"1315","628",FALSE,TRUE
"1316","634",FALSE,TRUE
"1317","634.1",FALSE,TRUE
"1318","634.3",FALSE,TRUE
"1319","635",FALSE,TRUE
"1320","635.2",FALSE,TRUE
"1321","635.3",FALSE,TRUE
"1322","636",FALSE,TRUE
"1323","636.1",FALSE,TRUE
"1324","636.2",FALSE,TRUE
"1325","636.3",FALSE,TRUE
"1326","636.8",FALSE,TRUE
"1327","637",FALSE,FALSE
"1328","642",FALSE,TRUE
"1329","642.1",FALSE,TRUE
"1330","643",FALSE,TRUE
"1331","643.1",FALSE,TRUE
"1332","644",FALSE,TRUE
"1333","646",FALSE,TRUE
"1334","647",FALSE,TRUE
"1335","647.1",FALSE,TRUE
"1336","647.3",FALSE,TRUE
"1337","649",FALSE,TRUE
"1338","649.1",FALSE,TRUE
"1339","653",FALSE,TRUE
"1340","654",FALSE,TRUE
"1341","654.1",FALSE,TRUE
"1342","654.2",FALSE,TRUE
"1343","655",FALSE,TRUE
"1344","655.1",FALSE,TRUE
"1345","656",FALSE,FALSE
"1346","656.1",FALSE,FALSE
"1347","656.2",FALSE,FALSE
"1348","656.22",FALSE,FALSE
"1349","656.26",FALSE,FALSE
"1350","656.3",FALSE,FALSE
"1351","656.4",FALSE,FALSE
"1352","656.5",FALSE,FALSE
"1353","656.6",FALSE,FALSE
"1354","656.7",FALSE,FALSE
"1355","656.8",FALSE,FALSE
"1356","656.9",FALSE,FALSE
"1357","657",FALSE,FALSE
"1358","669",FALSE,TRUE
"1359","671",FALSE,TRUE
"1360","674",FALSE,TRUE
"1361","676",FALSE,TRUE
"1362","681",FALSE,FALSE
"1363","681.1",FALSE,FALSE
"1364","681.2",FALSE,FALSE
"1365","681.3",FALSE,FALSE
"1366","681.5",FALSE,FALSE
"1367","681.6",FALSE,FALSE
"1368","681.7",FALSE,FALSE
"1369","686",FALSE,FALSE
"1370","686.1",FALSE,FALSE
"1371","686.2",FALSE,FALSE
"1372","686.3",FALSE,FALSE
"1373","686.4",FALSE,FALSE
"1374","686.5",FALSE,FALSE
"1375","687",FALSE,FALSE
"1376","687.1",FALSE,FALSE
"1377","687.3",FALSE,FALSE
"1378","687.4",FALSE,FALSE
"1379","689",FALSE,FALSE
"1380","690",FALSE,FALSE
"1381","690.1",FALSE,FALSE
"1382","691",FALSE,FALSE
"1383","691.1",FALSE,FALSE
"1384","691.3",FALSE,FALSE
"1385","694",FALSE,FALSE
"1386","694.1",FALSE,FALSE
"1387","694.2",FALSE,FALSE
"1388","694.3",FALSE,FALSE
"1389","695",FALSE,FALSE
"1390","695.1",FALSE,FALSE
"1391","695.2",FALSE,FALSE
"1392","695.21",FALSE,FALSE
"1393","695.22",FALSE,FALSE
"1394","695.3",FALSE,FALSE
"1395","695.4",FALSE,FALSE
"1396","695.41",FALSE,FALSE
"1397","695.42",FALSE,FALSE
"1398","695.7",FALSE,FALSE
"1399","695.8",FALSE,FALSE
"1400","695.81",FALSE,FALSE
"1401","695.9",FALSE,FALSE
"1402","696",FALSE,FALSE
"1403","696.2",FALSE,FALSE
"1404","696.3",FALSE,FALSE
"1405","696.4",FALSE,FALSE
"1406","696.41",FALSE,FALSE
"1407","696.42",FALSE,FALSE
"1408","697",FALSE,FALSE
"1409","698",FALSE,FALSE
"1410","700",FALSE,FALSE
"1411","701",FALSE,FALSE
"1412","701.1",FALSE,FALSE
"1413","701.2",FALSE,FALSE
"1414","701.3",FALSE,FALSE
"1415","701.4",FALSE,FALSE
"1416","701.5",FALSE,FALSE
"1417","701.6",FALSE,FALSE
"1418","702",FALSE,FALSE
"1419","702.1",FALSE,FALSE
"1420","702.2",FALSE,FALSE
"1421","702.4",FALSE,FALSE
"1422","703",FALSE,FALSE
"1423","703.1",FALSE,FALSE
"1424","704",FALSE,FALSE
"1425","704.1",FALSE,FALSE
"1426","704.11",FALSE,FALSE
"1427","704.12",FALSE,FALSE
"1428","704.2",FALSE,FALSE
"1429","704.8",FALSE,FALSE
"1430","705",FALSE,FALSE
"1431","705.1",FALSE,FALSE
"1432","705.3",FALSE,FALSE
"1433","705.8",FALSE,FALSE
"1434","706",FALSE,FALSE
"1435","706.1",FALSE,FALSE
"1436","706.2",FALSE,FALSE
"1437","706.3",FALSE,FALSE
"1438","706.8",FALSE,FALSE
"1439","707",FALSE,FALSE
"1440","707.1",FALSE,FALSE
"1441","707.2",FALSE,FALSE
"1442","707.3",FALSE,FALSE
"1443","709",FALSE,FALSE
"1444","709.2",FALSE,FALSE
"1445","709.3",FALSE,FALSE
"1446","709.4",FALSE,FALSE
"1447","709.5",FALSE,FALSE
"1448","709.6",FALSE,FALSE
"1449","709.7",FALSE,FALSE
"1450","710",FALSE,FALSE
"1451","710.1",FALSE,FALSE
"1452","710.11",FALSE,FALSE
"1453","710.12",FALSE,FALSE
"1454","710.19",FALSE,FALSE
"1455","710.2",FALSE,FALSE
"1456","710.3",FALSE,FALSE
"1457","711",FALSE,FALSE
"1458","711.1",FALSE,FALSE
"1459","711.2",FALSE,FALSE
"1460","711.3",FALSE,FALSE
"1461","712",FALSE,FALSE
"1462","713",FALSE,FALSE
"1463","713.5",FALSE,FALSE
"1464","714",FALSE,FALSE
"1465","714.1",FALSE,FALSE
"1466","714.2",FALSE,FALSE
"1467","715",FALSE,FALSE
"1468","715.1",FALSE,FALSE
"1469","715.2",FALSE,FALSE
"1470","715.3",FALSE,FALSE
"1471","716",FALSE,FALSE
"1472","716.1",FALSE,FALSE
"1473","716.2",FALSE,FALSE
"1474","716.3",FALSE,FALSE
"1475","716.8",FALSE,FALSE
"1476","716.9",FALSE,FALSE
"1477","717",FALSE,FALSE
"1478","720",FALSE,FALSE
"1479","720.1",FALSE,FALSE
"1480","721",FALSE,FALSE
"1481","721.1",FALSE,FALSE
"1482","721.2",FALSE,FALSE
"1483","721.8",FALSE,FALSE
"1484","722",FALSE,FALSE
"1485","722.1",FALSE,FALSE
"1486","722.3",FALSE,FALSE
"1487","722.6",FALSE,FALSE
"1488","722.7",FALSE,FALSE
"1489","722.8",FALSE,FALSE
"1490","722.9",FALSE,FALSE
"1491","723",FALSE,FALSE
"1492","723.1",FALSE,FALSE
"1493","724",FALSE,FALSE
"1494","724.1",FALSE,FALSE
"1495","724.2",FALSE,FALSE
"1496","724.8",FALSE,FALSE
"1497","724.9",FALSE,FALSE
"1498","726",FALSE,FALSE
"1499","726.1",FALSE,FALSE
"1500","726.2",FALSE,FALSE
"1501","726.3",FALSE,FALSE
"1502","726.4",FALSE,FALSE
"1503","727",FALSE,FALSE
"1504","727.1",FALSE,FALSE
"1505","727.2",FALSE,FALSE
"1506","727.4",FALSE,FALSE
"1507","727.5",FALSE,FALSE
"1508","727.6",FALSE,FALSE
"1509","727.7",FALSE,FALSE
"1510","727.8",FALSE,FALSE
"1511","728",FALSE,FALSE
"1512","728.1",FALSE,FALSE
"1513","728.2",FALSE,FALSE
"1514","728.7",FALSE,FALSE
"1515","728.71",FALSE,FALSE
"1516","729",FALSE,FALSE
"1517","729.1",FALSE,FALSE
"1518","729.3",FALSE,FALSE
"1519","729.7",FALSE,FALSE
"1520","731",FALSE,FALSE
"1521","731.1",FALSE,FALSE
"1522","732",FALSE,FALSE
"1523","732.1",FALSE,FALSE
"1524","732.7",FALSE,FALSE
"1525","733",FALSE,FALSE
"1526","733.2",FALSE,FALSE
"1527","733.4",FALSE,FALSE
"1528","733.6",FALSE,FALSE
"1529","733.8",FALSE,FALSE
"1530","733.9",FALSE,FALSE
"1531","735",FALSE,FALSE
"1532","735.1",FALSE,FALSE
"1533","735.2",FALSE,FALSE
"1534","735.21",FALSE,FALSE
"1535","735.22",FALSE,FALSE
"1536","735.23",FALSE,FALSE
"1537","735.3",FALSE,FALSE
"1538","736",FALSE,FALSE
"1539","736.1",FALSE,FALSE
"1540","736.2",FALSE,FALSE
"1541","736.3",FALSE,FALSE
"1542","736.4",FALSE,FALSE
"1543","736.5",FALSE,FALSE
"1544","736.6",FALSE,FALSE
"1545","737",FALSE,FALSE
"1546","737.1",FALSE,FALSE
"1547","737.2",FALSE,FALSE
"1548","737.3",FALSE,FALSE
"1549","738",FALSE,FALSE
"1550","738.4",FALSE,FALSE
"1551","739",FALSE,FALSE
"1552","740",FALSE,FALSE
"1553","740.1",FALSE,FALSE
"1554","740.11",FALSE,FALSE
"1555","740.12",FALSE,FALSE
"1556","740.2",FALSE,FALSE
"1557","740.3",FALSE,FALSE
"1558","740.9",FALSE,FALSE
"1559","741",FALSE,FALSE
"1560","741.1",FALSE,FALSE
"1561","741.2",FALSE,FALSE
"1562","741.3",FALSE,FALSE
"1563","741.4",FALSE,FALSE
"1564","741.5",FALSE,FALSE
"1565","741.6",FALSE,FALSE
"1566","742",FALSE,FALSE
"1567","742.1",FALSE,FALSE
"1568","742.2",FALSE,FALSE
"1569","742.8",FALSE,FALSE
"1570","742.9",FALSE,FALSE
"1571","743",FALSE,FALSE
"1572","743.1",FALSE,FALSE
"1573","743.11",FALSE,FALSE
"1574","743.12",FALSE,FALSE
"1575","743.13",FALSE,FALSE
"1576","743.2",FALSE,FALSE
"1577","743.21",FALSE,FALSE
"1578","743.22",FALSE,FALSE
"1579","743.4",FALSE,FALSE
"1580","743.9",FALSE,FALSE
"1581","745",FALSE,FALSE
"1582","747",FALSE,FALSE
"1583","747.1",FALSE,FALSE
"1584","747.11",FALSE,FALSE
"1585","747.12",FALSE,FALSE
"1586","747.13",FALSE,FALSE
"1587","747.2",FALSE,FALSE
"1588","748",FALSE,FALSE
"1589","749",FALSE,FALSE
"1590","749.1",FALSE,FALSE
"1591","749.2",FALSE,FALSE
"1592","750",FALSE,FALSE
"1593","750.1",FALSE,FALSE
"1594","750.11",FALSE,FALSE
"1595","750.13",FALSE,FALSE
"1596","750.14",FALSE,FALSE
"1597","750.15",FALSE,FALSE
"1598","750.2",FALSE,FALSE
"1599","750.21",FALSE,FALSE
"1600","750.22",FALSE,FALSE
"1601","750.5",FALSE,FALSE
"1602","751",FALSE,FALSE
"1603","751.1",FALSE,FALSE
"1604","751.11",FALSE,TRUE
"1605","751.12",TRUE,FALSE
"1606","751.2",FALSE,FALSE
"1607","751.21",FALSE,FALSE
"1608","751.22",FALSE,FALSE
"1609","751.3",FALSE,FALSE
"1610","752",FALSE,FALSE
"1611","752.1",FALSE,FALSE
"1612","752.11",FALSE,FALSE
"1613","752.2",FALSE,FALSE
"1614","753",FALSE,FALSE
"1615","753.1",FALSE,FALSE
"1616","753.2",FALSE,FALSE
"1617","754",FALSE,FALSE
"1618","754.1",FALSE,FALSE
"1619","754.2",FALSE,FALSE
"1620","755",FALSE,FALSE
"1621","755.1",FALSE,FALSE
"1622","755.3",FALSE,FALSE
"1623","755.4",FALSE,FALSE
"1624","755.6",FALSE,FALSE
"1625","755.61",FALSE,FALSE
"1626","756",FALSE,FALSE
"1627","756.1",FALSE,FALSE
"1628","756.2",FALSE,FALSE
"1629","756.21",FALSE,FALSE
"1630","756.22",FALSE,FALSE
"1631","756.3",FALSE,FALSE
"1632","756.5",FALSE,FALSE
"1633","757",FALSE,FALSE
"1634","758",FALSE,FALSE
"1635","758.1",FALSE,FALSE
"1636","759",FALSE,FALSE
"1637","759.1",FALSE,FALSE
"1638","760",FALSE,FALSE
"1639","761",FALSE,FALSE
"1640","763",FALSE,FALSE
"1641","764",FALSE,FALSE
"1642","765",FALSE,FALSE
"1643","766",FALSE,FALSE
"1644","767",FALSE,FALSE
"1645","769",FALSE,FALSE
"1646","770",FALSE,FALSE
"1647","771",FALSE,FALSE
"1648","771.1",FALSE,FALSE
"1649","771.2",FALSE,FALSE
"1650","772",FALSE,FALSE
"1651","772.1",FALSE,FALSE
"1652","772.2",FALSE,FALSE
"1653","772.3",FALSE,FALSE
"1654","772.4",FALSE,FALSE
"1655","772.6",FALSE,FALSE
"1656","780",FALSE,FALSE
